0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,labels
-647.2050170898438,74.49481964111328,-1.0270885229110718,18.25638198852539,8.400714874267578,2.4742655754089355,-6.1235504150390625,-2.492466688156128,-16.30906867980957,-2.1102724075317383,-0.6326003074645996,-2.432192802429199,0.9570625424385071,-3.4607865810394287,-0.8909929990768433,2.4363012313842773,-6.758149147033691,-1.1689937114715576,-2.9996883869171143,-0.06007649376988411,neutral
-714.37451171875,73.62744140625,-3.3830795288085938,19.450292587280273,5.375023365020752,1.7646757364273071,-8.947500228881836,-3.630323648452759,-18.455371856689453,2.115432024002075,-1.5392663478851318,-1.0748659372329712,0.07727457582950592,-3.825185775756836,-0.8928253054618835,0.2247435301542282,-7.663174629211426,-1.202182412147522,-2.9009604454040527,-3.21423602104187,neutral
-636.119140625,74.38524627685547,-5.053098201751709,22.253005981445312,8.64665412902832,0.8564303517341614,-4.7966389656066895,-5.96950626373291,-18.153779983520508,-0.742294430732727,-1.46584153175354,-2.3668081760406494,-1.0344396829605103,-3.2516417503356934,-2.3382062911987305,1.708330750465393,-8.010624885559082,-0.22100064158439636,-4.311787128448486,1.7254945039749146,neutral
-693.7622680664062,69.42139434814453,-8.819324493408203,24.223087310791016,5.372669696807861,-0.02962459996342659,-6.46252965927124,-9.15922737121582,-18.990917205810547,1.5420477390289307,-2.807677745819092,-1.7333364486694336,-1.9231688976287842,-4.221439361572266,-3.4358465671539307,-2.5549240112304688,-9.93846607208252,-1.4975247383117676,-3.8119874000549316,-1.7211062908172607,neutral
-644.5640869140625,76.07219696044922,-3.0319576263427734,18.035587310791016,3.830156087875366,2.010352611541748,-5.771605968475342,-6.507546424865723,-16.28427505493164,-4.158077239990234,-1.79677152633667,-2.937760591506958,0.1314844787120819,-3.6805601119995117,-4.597733497619629,2.104959011077881,-8.216156959533691,-3.141784191131592,-1.387990117073059,1.0168029069900513,neutral
-699.4951171875,74.19728088378906,-4.78801155090332,19.056135177612305,0.7116475701332092,-0.025451265275478363,-8.437167167663574,-8.136149406433105,-18.077653884887695,-2.308574676513672,-2.26875901222229,-2.5355324745178223,-1.1659584045410156,-5.0346879959106445,-2.5163967609405518,0.5659593343734741,-9.86052131652832,-2.846369981765747,-2.1382546424865723,-2.6680796146392822,neutral
-645.8914184570312,70.95430755615234,1.2151933908462524,18.35784339904785,6.103976726531982,4.332427978515625,-3.9547221660614014,-6.5410919189453125,-14.596880912780762,-3.2845747470855713,-1.2688028812408447,-1.2108392715454102,-1.3906080722808838,-2.802499294281006,-4.010446071624756,2.699784278869629,-7.485541343688965,-1.6637117862701416,-1.4892151355743408,0.43092283606529236,neutral
-703.6282958984375,68.23263549804688,-1.0840874910354614,18.402847290039062,3.094543695449829,3.564474582672119,-7.064164161682129,-9.075957298278809,-14.781494140625,-0.47842830419540405,-0.6359389424324036,-0.36635398864746094,-2.6698200702667236,-4.064119338989258,-3.3410449028015137,0.29402679204940796,-8.886706352233887,1.9401724338531494,-0.38591140508651733,-1.8501982688903809,neutral
-654.0233154296875,89.36430358886719,0.9950401186943054,22.603059768676758,8.381457328796387,4.046992301940918,-7.55706262588501,-3.923858642578125,-16.616901397705078,-5.340372085571289,-1.1114686727523804,-2.9392688274383545,-1.5735689401626587,-3.198854684829712,-2.7135794162750244,3.6530492305755615,-9.672165870666504,0.33939826488494873,-3.4260683059692383,-0.9308486580848694,calm
-708.7550048828125,85.67456817626953,-1.9676640033721924,23.048141479492188,5.5582427978515625,3.321639060974121,-10.600049018859863,-6.78143310546875,-19.763761520385742,-3.483285427093506,-2.194732189178467,-3.8995330333709717,-3.273221731185913,-4.133731365203857,-2.4459993839263916,-1.1047724485397339,-10.176234245300293,0.901135265827179,-4.420290470123291,-2.3611865043640137,calm
